attrib_name,TCGA.OR.A5J1,TCGA.OR.A5J2,TCGA.OR.A5J3,TCGA.OR.A5J4,TCGA.OR.A5J5,TCGA.OR.A5J6,TCGA.OR.A5J7,TCGA.OR.A5J8,TCGA.OR.A5J9,TCGA.OR.A5JA,TCGA.OR.A5JB,TCGA.OR.A5JC,TCGA.OR.A5JD,TCGA.OR.A5JE,TCGA.OR.A5JF,TCGA.OR.A5JG,TCGA.OR.A5JI,TCGA.OR.A5JJ,TCGA.OR.A5JK,TCGA.OR.A5JL,TCGA.OR.A5JM,TCGA.OR.A5JO,TCGA.OR.A5JP,TCGA.OR.A5JQ,TCGA.OR.A5JR,TCGA.OR.A5JS,TCGA.OR.A5JT,TCGA.OR.A5JV,TCGA.OR.A5JW,TCGA.OR.A5JX,TCGA.OR.A5JY,TCGA.OR.A5JZ,TCGA.OR.A5K0,TCGA.OR.A5K1,TCGA.OR.A5K2,TCGA.OR.A5K3,TCGA.OR.A5K4,TCGA.OR.A5K5,TCGA.OR.A5K6,TCGA.OR.A5K8,TCGA.OR.A5K9,TCGA.OR.A5KO,TCGA.OR.A5KT,TCGA.OR.A5KU,TCGA.OR.A5KV,TCGA.OR.A5KW,TCGA.OR.A5KX,TCGA.OR.A5KY,TCGA.OR.A5KZ,TCGA.OR.A5L3,TCGA.OR.A5L4,TCGA.OR.A5L5,TCGA.OR.A5L6,TCGA.OR.A5L8,TCGA.OR.A5L9,TCGA.OR.A5LA,TCGA.OR.A5LB,TCGA.OR.A5LC,TCGA.OR.A5LD,TCGA.OR.A5LE,TCGA.OR.A5LG,TCGA.OR.A5LH,TCGA.OR.A5LJ,TCGA.OR.A5LK,TCGA.OR.A5LL,TCGA.OR.A5LM,TCGA.OR.A5LN,TCGA.OR.A5LO,TCGA.OR.A5LP,TCGA.OR.A5LR,TCGA.OR.A5LS,TCGA.OR.A5LT,TCGA.OU.A5PI,TCGA.P6.A5OF,TCGA.P6.A5OG,TCGA.PA.A5YG,TCGA.PK.A5H8,TCGA.PK.A5H9,TCGA.PK.A5HA,TCGA.PK.A5HB
hsa-mir-194-2,4.1687,4.2979,6.7545,6.337,7.4885,6.4901,8.0461,6.4484,5.3211,7.3444,6.6136,5.6943,7.2258,6.9465,5.1586,6.0953,5.5423,6.8657,5.3184,5.3587,6.2939,8.4148,4.8375,5.318,4.3902,6.2931,5.2159,5.9159,5.8933,5.8624,7.197,5.1172,6.6657,5.7158,6.6748,8.0756,5.6522,7.1222,5.9319,5.8935,5.3794,5.6049,6.6872,6.8864,4.5998,7.5361,4.9995,6.2223,5.2365,5.3122,6.2458,5.0646,6.5567,3.7051,4.8778,5.2229,3.002,4.9528,4.9678,6.4763,3.6197,6.5479,6.7875,5.3998,5.2712,5.9882,4.7811,6.3864,5.7791,4.2148,8.0692,8.0924,5.6157,5.9895,6.0645,5.4697,5.2273,13.0196,6.0062,8.3125
hsa-mir-195,4.4159,4.4732,6.7597,2.7225,6.2448,2.8471,2.8768,2.662,3.0853,4.3832,3.722,5.438,6.0214,3.7947,4.5216,6.7192,4.6662,5.525,5.7443,4.1441,2.0439,4.6241,3.4771,5.2091,2.454,3.6578,1.714,2.0677,4.0508,6.5466,2.353,0.3237,6.9614,2.3214,3.37,1.8048,1.8819,2.403,7.6634,3.8042,5.5934,5.8705,5.6171,5.7456,3.8777,4.8054,1.0786,4.1934,2.7878,6.3916,5.9443,4.3607,2.9568,5.5525,5.5025,4.9065,4.087,4.3375,3.1119,2.5995,3.1006,3.5643,4.5878,4.1939,4.0617,1.5521,6.3588,4.3307,3.9893,3.932,2.7962,1.513,4.5027,4.7219,4.5825,5.639,2.6991,4.8754,3.4835,3.0911
hsa-mir-196a-1,7.8878,2.6504,5.056,6.6375,7.4532,0.8545,7.3689,4.5799,7.5744,8.4494,8.3563,6.1488,1.1519,5.867,5.8354,6.7898,2.8196,7.1333,5.2003,3.1799,5.654,1.3007,8.9681,1.1117,1.0839,7.5543,2.1966,4.4777,3.7701,2.7301,7.5574,1.5909,8.0726,2.493,5.4401,5.5907,4.0428,7.5892,3.5785,5.6558,4.0133,4.7443,5.1984,7.3369,1.167,6.5438,4.724,6.0648,2.1971,2.1925,3.2963,0.9955,3.8082,2.5767,5.6128,0.5061,5.8572,6.8388,7.7963,7.2813,4.6564,5.7232,5.2228,5.7483,1.8742,5.661,1.1822,7.7068,0.5733,1.0312,5.1528,1.8586,4.7258,5.8553,5.8597,2.1193,2.9055,3.6782,2.9881,7.7368
hsa-mir-196a-2,6.5744,1.1832,3.6705,5.2765,6.9241,0.6217,4.7089,2.8336,5.479,7.0049,5.6094,4.5313,0,3.7325,4.7491,5.8613,1.4149,5.4332,3.1949,2.2061,3.5578,0.3149,7.6244,0.3676,0.4576,5.4276,0.9837,2.1391,2.7452,2.2666,5.414,0,5.2643,1.7289,2.4528,4.5032,2.9622,4.7015,1.3583,4.9789,2.0749,3.5502,2.9397,5.9761,0.5009,5.4433,3.2177,4.6131,1.3083,1.247,1.6537,0.4128,2.8567,0.8031,4.5511,1.0359,4.3106,4.9421,6.4942,4.7172,3.637,4.1294,3.6967,4.1114,0.9173,3.9832,0,6.4038,0.5733,0.762,4.4543,1.3477,3.9151,4.7219,3.7154,0.7389,1.5839,2.201,0.9006,6.0876
hsa-mir-196b,9.3116,6.0572,6.7726,7.0343,6.2263,3.8814,8.393,7.0828,7.2754,7.1052,7.9248,5.8709,2.2223,5.7775,7.636,6.8112,2.3901,9.0657,6.5541,5.7501,10.4771,4.9543,9.8341,6.7406,5.1279,7.4817,2.8461,5.5986,8.6927,3.1083,7.7678,6.3795,5.3253,5.2964,7.1796,5.7839,6.1875,8.2752,7.501,7.8017,7.5122,8.2698,8.1092,6.1977,5.0964,6.6569,10.0442,7.6729,7.5142,5.8058,5.4413,2.9308,5.6159,7.7231,6.1961,4.2689,8.7845,9.9616,6.9928,7.2163,6.8727,5.709,8.8871,6.4059,5.3624,5.8175,2.0611,8.0562,5.7855,5.5839,6.6829,0.6942,7.5538,8.1596,7.2311,6.2208,7.7928,3.5243,3.9957,5.5168
hsa-mir-197,8.652,8.7479,7.5647,9.9227,7.7743,8.4856,8.7511,10.1912,7.6348,9.6811,10.7144,7.0519,6.8048,7.7718,8.0785,8.5678,7.1486,8.4082,6.8829,7.4697,8.2367,7.4705,7.784,7.2472,7.6259,8.3153,6.9898,8.1094,7.2865,6.4322,10.2145,8.3829,7.4402,7.139,7.7126,7.7856,7.3012,8.0908,9.9521,8.0053,7.0821,7.6718,8.377,7.7306,6.8936,7.1508,6.3903,8.5037,8.7088,8.9614,7.0279,7.4451,7.3609,6.5371,8.3457,7.7403,7.6932,8.2067,8.4839,9.4854,6.4557,8.0216,7.9405,7.6027,6.3342,6.6833,7.3159,6.802,7.0891,7.5875,7.7082,7.2548,7.7038,8.238,9.972,7.5114,8.3405,6.5608,8.1868,10.3988
hsa-mir-1976,2.9492,2.4326,3.3766,3.8992,2.1284,4.495,3.751,4.1309,4.6313,2.8753,4.0641,2.1281,2.5578,4.5508,3.0457,2.6517,2.3042,3.4504,2.4027,3.8142,3.1892,2.6704,3.1812,3.7682,2.9131,2.3018,0.7239,4.7642,3.2213,1.9326,5.0345,1.5909,3.7897,2.1945,3.6857,3.1791,1.8819,2.9618,3.914,2.0424,4.4967,2.5387,2.6993,2.2259,2.5805,2.7277,2.73,3.0725,3.0673,2.8163,2.5285,3.5362,1.2555,3.6774,2.6788,4.3749,1.3413,4.1079,3.063,4.9167,2.0427,3.3978,3.2359,3.1099,1.8742,1.8386,3.4998,3.0504,2.7249,1.7804,3.8067,3.0464,2.3141,2.9227,4.9471,4.431,3.2465,1.7852,2.682,3.9085
hsa-mir-198,0.235,0,0,0.2141,0.2149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4409,0,0,0,0,0,0.2553,0,0,0,0,0.2761,0,0,0,0,0,0,0,0.2858,0.5435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-199a-1,7.1498,9.4389,6.9056,6.0849,5.5275,5.4627,6.2863,12.5497,6.0144,7.5938,6.5704,8.9162,7.2569,7.5021,8.2565,7.1022,8.6358,9.1483,9.2612,6.5945,6.7378,7.5317,7.7877,8.7842,5.9286,7.9258,6.1308,6.1414,7.8051,7.6322,5.7142,5.4266,5.8705,6.2662,7.1404,5.2561,5.9537,7.4159,7.1343,7.2247,6.9757,8.4165,9.5789,8.0669,6.7783,6.4405,3.8047,8.279,10.4911,7.4065,8.4548,9.5335,7.4014,7.4506,8.2446,8.8397,6.4947,8.9437,9.0344,5.6201,7.6142,7.9023,7.5169,6.1714,8.7244,5.8009,5.4696,7.3095,7.703,8.177,4.8564,3.7399,9.2525,9.1911,9.9526,7.1865,5.5834,8.2019,7.7165,6.358
hsa-mir-199a-2,7.844,10.0227,7.5022,6.7076,6.1887,6.2406,6.9757,13.134,6.5193,8.3037,7.2465,9.4781,7.801,8.0572,8.9401,7.8447,9.1625,9.7695,9.8849,7.2685,7.3386,8.1163,8.4306,9.4128,6.4436,8.333,6.3484,6.8517,8.2279,8.1643,6.4063,6.0367,6.3585,6.7704,7.8084,5.8669,6.2215,8.1859,7.7931,7.807,7.5427,9.0092,10.1145,8.6213,7.3734,7.0263,4.3522,8.8487,11.0184,8.1084,8.9364,9.965,7.9307,8.0215,8.9021,9.3531,6.9118,9.5864,9.5844,6.3791,8.0443,8.5018,8.1776,6.6545,9.2097,6.4587,6.0139,7.8623,8.2766,8.6565,5.5074,4.4703,9.7145,9.81,10.5351,7.6702,6.3293,8.915,8.3316,7.0879
hsa-mir-199b,7.6757,9.9515,7.5269,6.8384,6.0867,6.261,7.1789,13.3528,6.4807,8.4402,7.4797,9.4141,7.7418,7.9979,8.9556,8.0164,9.0283,9.7991,9.9513,7.4377,7.46,8.0692,8.5328,9.5105,6.3932,8.1402,6.3014,7.0172,8.1727,8.0171,6.5816,6.1226,6.4208,6.5548,7.9388,5.9408,6.0736,8.4025,7.8914,8.0044,7.802,9.0263,10.057,8.657,7.2763,7.0553,4.132,8.9309,10.761,8.0881,8.643,9.7342,7.9037,7.8605,9.1125,9.1935,6.8419,9.7654,9.5204,6.7981,7.7667,8.4367,8.1598,6.4982,8.9995,6.5705,6.0864,7.8157,8.1184,8.3789,5.7917,4.4903,9.4887,9.8377,10.7302,7.6512,6.3113,9.0698,8.596,7.0475
hsa-mir-19a,4.5527,4.4796,3.7565,3.7181,4.1845,3.1828,3.6242,5.5738,4.5657,5.1468,6.1294,4.1584,4.3613,3.6452,3.8998,3.9875,3.0482,4.6093,4.3168,4.1888,3.6504,4.617,3.6808,2.6379,2.6809,4.2174,3.3853,4.2221,3.2213,3.9924,5.0936,3.6229,3.4141,2.785,2.5032,4.2934,3.8975,2.8229,5.5729,4.3012,4.0337,4.3393,4.7286,3.9009,3.75,3.9284,3.171,3.0725,4.7963,3.8263,4.2929,3.7287,3.0199,3.5908,3.9966,3.6011,3.8664,4.9421,3.563,4.3873,3.7843,5.1307,4.876,3.2451,3.4493,3.499,3.7585,3.3937,3.3258,3.4935,4.094,2.9914,3.2732,4.8915,7.2057,3.507,4.3908,3.56,3.8076,4.3077
hsa-mir-19b-1,2.5303,1.9019,2.4066,2.3674,1.6997,1.0548,1.0929,2.5351,2.5471,2.6179,3.2241,1.179,2.5578,1.9733,2.3559,2.7256,1.4947,3.82,1.8538,2.2061,1.3571,2.102,2.0011,1.0114,1.6958,1.2432,1.9754,1.8293,2.2794,2.1092,2.2735,1.8138,1.8941,1.533,1.7375,1.5452,2.2605,1.4787,2.5088,2.8557,2.483,2.3658,2.9023,0.9767,2.1114,1.9919,1.1765,1.976,3.0673,1.0696,2.3375,1.868,1.3567,1.9926,1.8048,1.816,2.3056,2.6466,1.2884,2.5995,1.6909,2.2047,2.6596,1.1292,1.8147,2.0775,1.6147,1.7774,2.0606,1.149,1.7751,1.0576,2.1476,2.2514,4.2998,2.1738,2.3206,2.1551,2.2277,2.3512
hsa-mir-19b-2,6.1546,5.7253,5.5592,5.5765,6.0487,5.436,5.2455,7.555,6.6389,6.7895,8.0766,5.9566,6.408,4.9382,5.7695,5.2968,4.758,6.548,5.713,5.9836,5.1052,6.9648,5.3765,4.6902,4.7418,6.0356,4.7232,5.7259,5.2656,6.2774,6.3686,5.4096,5.5741,5.0346,4.4729,5.5381,5.362,4.9216,6.7627,6.0871,5.9923,6.0287,6.3653,5.9218,5.23,5.6284,5.4883,5.1966,6.4954,5.8058,5.4571,5.7101,4.7371,5.3869,5.5839,5.9816,5.7555,6.5136,5.7989,5.5406,6.0265,6.9955,7.0122,5.5588,5.4134,5.7842,5.4488,5.6804,4.7075,5.5629,5.7152,4.769,5.6983,6.7001,8.7991,5.6195,5.7928,5.5023,6.0159,5.9667
hsa-mir-200a,2.4854,1.784,2.0457,0.7137,1.96,0.8545,0,0.3408,0.5265,1.5281,5.5514,0,1.1519,0,1.3613,1.2148,0.9328,0.438,1.6763,1.6889,0,2.8999,6.2315,1.2054,1.4221,1.9009,0.4069,2.66,0.2069,0.8708,0.3493,1.1749,5.0377,0.706,1.2399,0.6558,0.8399,0,0.3926,0.2193,1.3822,1.459,0.6679,0.8273,2.768,0.5814,0.2897,1.4322,3.1382,0,0.7786,0,1.3567,4.2944,0.7593,1.4226,0.7288,1.1002,6.0235,0.5076,0.3754,1.0224,2.0365,0.7472,1.2222,0,0.8426,0,0.5733,0.2314,0.2872,0,0,0.9563,1.5695,1.3249,0,6.6871,0.7226,0.7517
hsa-mir-200b,2.4854,1.1832,1.3586,0.2141,1.7693,0.8545,0.7483,1.2217,0.7317,1.6113,5.1301,0,2.0905,0.4753,0.9861,1.2148,1.1453,0,1.4186,1.0786,0,3.1778,5.9053,0.7871,0.2469,1.9654,0.7239,2.2072,0.945,0.7337,0,1.1749,4.5996,0.8811,1.2399,0.2532,1.1788,0,0.9548,0.8646,0.545,1.3395,1.1227,0.4721,3.1518,0.9946,0,0.946,2.7878,0,0.9664,0.7334,1.3567,3.9794,0.3529,0.88,0.2858,0.7539,4.9409,0,1.2248,0.3309,2.1845,2.0191,1.1275,0.7173,1.1822,0.3824,0.3149,1.149,0,0,1.059,0.9563,1.2091,1.4181,1.321,6.7209,1.5609,0.4243
hsa-mir-200c,4.0035,6.4351,3.7977,4.254,5.1443,5.2026,3.514,6.0447,1.4655,5.487,5.8927,3.8139,2.6544,4.4642,2.6088,3.261,2.064,4.3828,4.2939,4.8756,3.0328,3.9326,4.8088,2.569,2.8016,5.83,2.5576,4.8625,3.2911,3.693,6.315,4.1784,5.4845,3.5524,4.9704,3.5058,4.1494,4.4416,5.495,3.5037,1.6162,2.6434,4.0274,3.9738,1.167,4.8224,4.9793,5.0496,4.7291,2.6991,2.6431,3.6163,4.3024,2.4513,2.7097,3.2963,3.187,6.9789,2.4135,2.7198,2.7644,5.0204,4.1572,3.3205,3.4493,3.4144,2.9965,2.3354,3.0981,3.9964,3.1584,3.0732,3.3519,2.9227,7.8389,2.7046,3.8565,4.2581,3.6422,4.3324
hsa-mir-202,12.2523,10.6109,11.8314,9.4457,13.1248,12.5051,13.5119,2.7786,11.8306,11.3612,4.8053,10.8183,9.058,10.8316,11.5001,12.1591,8.6924,10.5265,10.5321,11.8445,10.6507,7.0416,11.7388,9.3202,10.5683,11.231,10.465,11.515,12.3868,11.0582,9.2098,10.3604,10.7158,10.864,11.5105,11.7013,11.6187,9.6429,11.8839,12.0331,11.7326,11.0568,12.2488,12.2388,12.4374,10.6595,11.0948,12.931,11.2584,11.4533,11.7789,9.6729,7.3532,10.3589,11.5486,11.0095,12.4342,11.1493,13.1183,9.6219,11.3367,12.7899,10.052,10.1888,11.6652,11.8547,9.0152,12.1372,9.1761,10.166,11.804,8.1571,12.601,10.3123,3.9478,10.471,11.9299,9.8456,6.5306,12.5786
hsa-mir-203,6.0037,6.7709,7.3566,8.7893,10.7866,5.6211,6.7452,4.48,6.6066,8.9014,9.8468,9.4087,7.1029,7.5704,8.6966,10.6211,7.2964,6.0882,6.8082,5.3973,7.3757,3.5967,10.0658,7.4222,9.3797,6.3365,6.2343,6.7268,9.8211,12.0687,3.0218,9.1713,6.8824,4.8678,5.3671,7.7475,10.6769,9.9035,8.0933,9.2771,4.835,9.7135,3.9193,9.0013,11.5887,8.1321,4.3935,6.0681,3.4198,5.0385,8.48,8.2842,7.613,9.5222,7.0571,6.9457,5.0149,5.2328,4.454,3.4753,5.7679,8.1424,10.8922,9.6312,7.2833,8.491,9.0103,6.9848,7.5518,8.5667,9.0354,7.1282,9.5068,7.7852,4.8683,5.078,11.8871,5.0857,12.0029,7.4257
hsa-mir-204,7.0241,8.1063,3.2037,8.3492,9.3559,1.6576,6.5427,1.9749,8.2501,7.7649,2.0736,7.4021,3.3164,4.0539,6.5632,3.4029,7.4455,9.5303,7.6142,6.5778,6.4177,4.1952,3.8593,6.0094,1.995,5.2576,6.6999,6.474,7.3258,8.2865,7.701,6.8227,7.9432,7.9336,6.2572,6.7758,6.802,8.2851,7.5428,8.0658,8.2456,8.322,4.1914,7.8945,4.8693,4.7796,0.7375,7.0149,8.942,2.8163,7.8119,5.5252,7.4987,7.063,3.2192,7.8282,6.943,7.5147,8.8419,8.4159,6.4895,6.948,7.6245,2.6844,4.0096,4.8101,8.1099,6.4612,5.7336,3.7199,6.389,9.0372,5.8994,6.7947,1.2091,3.5281,8.5568,4.0607,0.9006,2.1436
hsa-mir-205,0,0.8335,0.2577,0.2141,0,0,0,0,0,1.1368,6.4538,0,0,0.2571,0,0,0,0,1.0327,0,0,0,0,0,0.2469,0,0,2.0677,0,0,0,0,0,0,0,0,0,0,1.9316,0,0.2981,0,0,0.2553,0,0.2208,0,0,0,0,0,0,0,0,0,0.2751,0,0,0,0,0,0,0,0.4214,0,0,0,0,0,0,0,0.2073,0,0,0,0.7389,0,0,0,0
hsa-mir-206,0,5.0471,0.2577,2.1243,0,0,0,0.6163,2.0296,5.0679,0.4016,0,1.1519,0.2571,0.6676,0,0.3818,0.7735,5.41,0.3539,0,0,0.2482,0,0,0,0.9837,5.3653,0,0,2.7554,0,0,0,0.2565,0,0.2116,2.0761,6.1947,0,0,0,0,0,2.1114,0.8695,0,0.6939,0,0,0,1.868,0,0,0,0.2751,0,0,0,0,0,1.4879,0.5293,0,0,0.7173,0,0,0.3149,0,0,0,0,1.2694,0,0.5866,0,0,0,0
hsa-mir-208a,0,0,0,0.2141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3493,0,0,0,0.2565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-20a,7.4255,7.109,6.3807,6.1284,6.0833,6.4901,6.4523,7.9834,8.2417,7.5757,9.3183,7.7919,8.6328,6.8001,7.3455,6.0953,7.0662,7.1728,6.6594,5.9319,7.2876,7.6049,6.9708,6.4582,6.4681,7.553,6.9749,7.3614,7.0264,7.1965,8.5076,7.1382,7.0739,6.5645,6.0008,8.1965,6.6627,5.7328,6.9088,7.4116,6.7296,7.3236,7.8964,6.6287,6.3712,6.1082,5.97,6.4432,8.5169,6.1054,7.3939,6.824,6.9619,5.9001,6.9432,6.6909,6.8746,7.4368,5.6862,6.2107,6.406,8.4905,6.9973,6.9775,7.0581,6.3604,7.3942,6.2084,7.6757,7.2885,7.7427,6.2379,6.2296,7.1693,10.073,7.6048,6.433,6.9464,7.8184,7.2195
hsa-mir-20b,3.1638,3.2486,3.6482,2.9782,5.6105,4.0783,5.4237,6.0735,5.3603,4.729,4.8217,3.7248,4.7368,3.5761,2.4625,2.5738,3.4393,4.7866,3.749,3.2658,4.3145,4.6524,3.5712,3.7054,3.4697,3.402,2.4755,3.8907,3.1226,2.9625,4.2539,3.0954,3.1455,3.2672,3.2571,5.2633,3.2526,2.8229,6.0592,3.2535,2.8006,4.4589,3.7402,4.2482,3.1518,2.1071,2.6298,2.37,3.9786,2.8715,2.404,3.6163,4.113,2.0369,3.5783,2.8263,3.041,3.1711,3.6318,1.308,1.9897,5.575,2.6596,2.9918,2.1396,4.9369,3.9032,3.5263,3.178,3.3776,5.8032,2.9048,4.4912,3.0095,7.0608,3.0918,2.5836,3.6782,3.3365,4.4943
hsa-mir-21,14.0943,16.203,17.2832,15.0171,17.5546,14.9015,15.1863,17.8633,14.0071,16.2774,18.9015,15.8998,16.0648,15.5664,16.6676,15.1357,17.8859,17.038,16.1964,13.4918,15.839,18.1162,16.2431,16.7661,14.9752,16.5457,16.3509,15.8441,15.6337,15.5911,17.8175,16.5779,16.4117,15.8201,14.9424,16.2091,14.9518,15.7419,16.1014,16.0188,15.5478,16.227,16.6127,18.1066,15.4477,14.993,14.1215,15.0014,15.7316,15.7581,16.1163,16.7036,18.3682,13.5079,15.1167,16.3925,16.1485,16.2294,13.3508,14.2167,15.7942,15.5272,15.7573,16.3057,15.8824,14.2958,16.1387,15.3037,16.6994,15.6666,14.0854,16.5612,16.1312,15.9429,18.779,16.2233,15.3635,15.9224,17.3274,15.9688
hsa-mir-210,8.6354,5.3114,12.1657,10.9421,8.8261,8.6829,7.3041,9.4455,5.6533,12.8492,11.6629,8.2145,8.0023,11.2899,8.0889,6.9563,8.2313,11.4182,8.0513,7.2711,11.3661,4.9429,9.0547,9.4305,9.5341,10.5911,9.8283,9.3776,10.1809,9.7504,11.7452,12.1847,11.9634,7.5919,11.4137,10.2907,10.2113,12.5873,11.8802,9.0461,11.5273,11.0313,9.7599,11.5517,11.4243,10.9064,9.9082,9.8205,10.4113,7.4182,9.424,8.3428,10.6772,4.1903,7.9192,8.6752,9.1023,8.918,8.0623,11.5271,9.2019,8.0231,6.1946,6.0875,7.1085,9.6823,8.1865,10.4486,8.2777,9.7109,5.5004,11.549,8.3813,11.6405,10.8543,8.3734,11.3446,6.8161,7.1439,10.5024
hsa-mir-211,0,0,0,0,0,1.5288,0,0,0,0,0,0.5073,0,0,0,0.7316,0,0,0,0.3539,0,0.166,0,0,0,0,0.4069,0,0,0,0,0.3237,0,0,0.2565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4296,0,0.8728,0.2751,0,0,0,0,0,0.8266,0,0,0,0,0.2124,0,0,0.4307,0,0,0,0,0,2.5484,0,0,0,0
hsa-mir-2110,4.4159,0.6658,1.1199,2.1243,2.2307,1.5288,2.3445,1.3778,2.5471,1.1368,2.0736,0.5073,1.9454,1.7404,2.7417,2.3112,1.9555,1.2742,0.7026,1.257,2.5072,1.3704,3.0236,1.6676,1.4221,1.9654,1.8506,1.0455,2.4107,2.6561,2.9723,2.1769,1.5667,0.706,1.5585,1.882,1.5339,2.9618,1.6732,2.3517,1.2492,2.693,2.7422,1.4554,2.6773,1.7996,0.9736,1.9182,1.8201,1.677,0.3086,1.579,1.7774,0.9951,1.9149,1.3049,2.1717,1.7171,2.6639,2.4682,1.2248,2.2047,2.7574,1.8256,2.3637,1.1943,1.6147,1.9384,0.7923,2.1632,1.215,2.187,3.5868,2.5115,2.0976,1.5057,1.5839,1.8442,1.7586,2.6938
hsa-mir-2114,0,0.9837,0.8337,1.3785,3.2738,2.1705,0.2947,0,0,4.9207,1.1914,1.5342,1.6025,0.6648,2.5617,1.5761,1.5702,0.7735,1.0327,1.257,0.5544,0,0,2.569,1.4221,0.2276,0.9837,1.5436,0.5485,0.8708,1.0674,0.8112,0.2028,0,0.4742,1.637,1.6833,1.0512,2.2489,1.4015,0.9397,1.672,1.3617,2.6827,1.4117,0.8695,0.4549,1.1605,0.8826,1.7959,0.5627,2.3148,0.6044,0.6966,1.3357,0.88,0.2858,0,0.1944,1.4259,0.9195,0.8266,1.6853,2.7943,2.3637,0,2.6405,0.4903,1.4371,0.9028,0,1.2573,0.6246,2.6258,0.7277,1.2252,2.3206,0,3.7154,3.6185
hsa-mir-2115,0,0.1345,0.2577,0.2141,0,0,0.2947,1.2217,0,0.2281,1.5488,0,0,0,0,0,0,0,0,0.6379,0,0,0,0.1955,0,0,0,0,0,0,0.3493,0,4.5259,0,0,0,0,0,0.3926,0,0,0,0.2585,0.2553,0,0,0,0.2072,0,0,0.3086,0,0,0,0,0,0,0,0,0,0,0.3309,0.5293,0,0,0,0.2124,0.139,0,0,0,0.3885,0,0,2.4833,0,0,0,0,0.4243
hsa-mir-2116,0.4371,0.4761,0.9839,0,0,0,0.5393,0.8475,0.2871,0.2281,1.9592,0.2758,0.493,0.2571,0.6676,0.4117,0.3818,0.7735,0.5042,0,0,0.6869,0,0.1955,0.2469,0.2276,0,0.2784,0,0,0.6303,0,0,0.2755,0,0,0.2116,0.4409,0,0,0.2981,0,0.6679,0.4721,0,0.2208,0.1995,0.3883,0,0,0,0,0,0.1688,0.1872,0,0,0,0,0.276,0,0,0,0,0.1993,0,0,0.2659,0.3149,0,0,0,0.4448,0,0.4092,0.2231,0,0.365,0.7226,1.2434
hsa-mir-212,2.3418,1.784,1.7427,2.4114,2.1805,0.8545,1.9804,2.8336,1.8649,3.8611,3.0673,1.5342,1.1519,2.5066,2.4625,1.5761,2.2129,2.8844,1.6284,2.0208,2.1492,2.1817,2.509,1.9644,1.5192,2.5744,0.9837,1.4343,1.5111,2.8343,3.3664,2.0943,2.3858,1.178,2.2902,1.637,2.1621,2.6693,1.8082,1.7918,2.0749,2.3033,2.5135,2.8076,3.8363,0.5814,0.7375,2.2346,3.1032,1.677,2.5285,1.2173,1.3567,1.7479,2.1127,1.6327,0.7288,3.0165,2.1103,3.3908,2.0427,1.7314,1.2201,2.3898,1.9863,1.8386,1.8231,2.9215,1.6761,1.4539,1.7751,0.6942,1.3924,1.934,3.301,1.2252,0.5844,1.6594,2.1594,2.9061
hsa-mir-214,2.0651,3.5184,1.8246,1.2869,1.192,1.5288,1.0929,8.2209,1.3457,2.577,2.1796,3.1369,0.8597,2.5066,2.6987,1.99,2.51,3.9248,3.02,1.8082,2.1492,2.2936,2.4606,2.4591,1.4221,2.6549,1.5631,1.6453,2.0834,2.5376,0.8653,0.8112,0.8112,1.4241,1.6508,0.6558,1.1788,2.5858,2.9199,2.0424,1.7204,2.9595,4.01,3.3635,2.3649,1.1096,0.2897,3.0186,6.5353,2.1925,2.9407,4.188,1.1467,2.1622,3.1756,3.5241,1.4609,4.4625,2.3739,0.7072,2.6323,2.1216,2.4415,1.3372,3.1931,1.8386,0.8426,1.8998,1.9736,2.7151,0.5265,0.3885,4.1087,4.0042,5.1203,1.7404,1.5839,2.2455,2.4152,2.1436
hsa-mir-215,1.0437,2.9892,2.8979,3.5509,2.923,4.3115,3.7987,3.211,1.2149,3.844,2.1796,2.0568,1.9454,7.3603,2.1798,3.4903,1.642,2.394,1.935,1.6889,8.3166,2.8999,4.4608,2.0679,4.1835,3.0908,2.7792,1.0455,1.8565,1.4973,4.1011,1.5909,3.7253,0.8811,2.7316,2.3842,1.9425,6.9494,2.859,2.2558,1.9941,2.0219,2.5135,2.3406,1.4117,3.8643,0.3747,2.9042,1.4262,3.3313,3.149,0.4128,2.8567,1.5784,1.2542,0.5061,2.5944,1.8141,1.107,2.7875,1.13,2.5604,1.8715,1.237,1.311,2.7649,3.0528,2.2459,1.5615,1.258,4.2524,1.513,1.2896,2.5115,1.4005,1.0025,1.8062,5.9413,5.4492,6.0208
