attrib_name,TCGA.OR.A5J1,TCGA.OR.A5J2,TCGA.OR.A5J3,TCGA.OR.A5J4,TCGA.OR.A5J5,TCGA.OR.A5J6,TCGA.OR.A5J7,TCGA.OR.A5J8,TCGA.OR.A5J9,TCGA.OR.A5JA,TCGA.OR.A5JB,TCGA.OR.A5JC,TCGA.OR.A5JD,TCGA.OR.A5JE,TCGA.OR.A5JF,TCGA.OR.A5JG,TCGA.OR.A5JI,TCGA.OR.A5JJ,TCGA.OR.A5JK,TCGA.OR.A5JL,TCGA.OR.A5JM,TCGA.OR.A5JO,TCGA.OR.A5JP,TCGA.OR.A5JQ,TCGA.OR.A5JR,TCGA.OR.A5JS,TCGA.OR.A5JT,TCGA.OR.A5JV,TCGA.OR.A5JW,TCGA.OR.A5JX,TCGA.OR.A5JY,TCGA.OR.A5JZ,TCGA.OR.A5K0,TCGA.OR.A5K1,TCGA.OR.A5K2,TCGA.OR.A5K3,TCGA.OR.A5K4,TCGA.OR.A5K5,TCGA.OR.A5K6,TCGA.OR.A5K8,TCGA.OR.A5K9,TCGA.OR.A5KO,TCGA.OR.A5KT,TCGA.OR.A5KU,TCGA.OR.A5KV,TCGA.OR.A5KW,TCGA.OR.A5KX,TCGA.OR.A5KY,TCGA.OR.A5KZ,TCGA.OR.A5L3,TCGA.OR.A5L4,TCGA.OR.A5L5,TCGA.OR.A5L6,TCGA.OR.A5L8,TCGA.OR.A5L9,TCGA.OR.A5LA,TCGA.OR.A5LB,TCGA.OR.A5LC,TCGA.OR.A5LD,TCGA.OR.A5LE,TCGA.OR.A5LG,TCGA.OR.A5LH,TCGA.OR.A5LJ,TCGA.OR.A5LK,TCGA.OR.A5LL,TCGA.OR.A5LM,TCGA.OR.A5LN,TCGA.OR.A5LO,TCGA.OR.A5LP,TCGA.OR.A5LR,TCGA.OR.A5LS,TCGA.OR.A5LT,TCGA.OU.A5PI,TCGA.P6.A5OF,TCGA.P6.A5OG,TCGA.PA.A5YG,TCGA.PK.A5H8,TCGA.PK.A5H9,TCGA.PK.A5HA,TCGA.PK.A5HB
hsa-mir-216a,0,1.1197,0,0.2141,0,0.3441,0.2947,0,0,0,0,1.9027,0.493,0,1.979,0.4117,0.6835,0.7735,1.7678,0.3539,0,0.5732,0.808,2.2549,0.2469,0.7515,6.2713,0.2784,0.2069,0.2212,5.6047,2.3996,0,1.533,0,0.6558,3.2763,1.2807,0.7009,0,0,0,0.4777,0.6606,0.5009,0.9946,0.1032,0.5492,0.2761,0,0.7786,0.4128,0,0.8031,3.0605,1.1767,0,0.5435,0,0,0.1999,0,1.2201,0.5935,0.1993,0,0,0.139,0.9825,2.8254,0,0,0.2395,0.556,0,0.2231,0,0.365,0,0.4243
hsa-mir-216b,0.235,0,0,0.2141,0,0,0,0,0,0.2281,0.7154,0.2758,0,0,0.2584,0,0.3818,0,1.6284,0,0,0,0,0.3676,0,0.4242,6.0193,0,0,0,5.9625,3.1372,0,1.9804,0,0.4685,2.9327,0,0.7009,0,0,0.7277,0.8359,0,0,0,0,0,0.2761,0,0.3086,0.7334,0.2307,0,2.5136,0.88,0,0,0,0,0,0,0,0.226,0,0,0,0,0,3.3532,0,0.2073,0,0.556,0,0,0,0.194,0.283,0
hsa-mir-217,3.1056,5.1814,4.6581,3.406,1.6265,4.2718,4.1696,3.7855,1.3457,3.5804,3.1215,6.4106,2.8299,3.453,7.1521,4.9567,4.8965,5.536,6.5812,2.7736,2.2474,3.8976,5.5598,7.4773,2.6809,5.5537,12.2586,4.8519,1.6593,4.0513,11.7191,8.7571,1.1424,7.4567,1.8194,5.5261,8.7731,3.6774,4.186,2.7185,2.5968,3.4382,5.6055,5.6263,2.8534,5.8638,2.0662,4.2413,3.2383,3.2503,5.6128,6.423,2.55,4.0887,8.6176,6.5492,3.9091,4.9634,1.7876,1.5865,3.1972,4.2516,6.8773,5.8536,3.5801,0.7173,2.9675,3.1849,6.1251,9.0719,1.865,1.9188,5.2958,3.9613,3.523,3.1198,4.356,4.1216,3.9151,1.7626
hsa-mir-218-1,2.0028,0.9105,1.7427,3.4906,1.0869,0,0,1.2217,5.051,0.7528,0.7154,0.7067,0.493,2.7352,5.2507,2.3112,0.9328,5.722,3.2594,0.3539,1.9302,0.166,3.7827,1.1117,0,2.0865,0.4069,0,1.7281,1.7313,0.6303,0.3237,4.2101,0,2.4006,0.9703,1.1788,1.4787,4.2106,1.21,2.3593,0.7277,2.3565,0.8273,1.6209,0.2208,0.8604,2.4537,2.743,3.2914,0.5627,1.2173,0,4.3304,0.6361,0.88,3.5796,3.2072,3.1358,0.1446,0.3754,1.8393,0,0,2.2335,1.5521,0,0.139,0.3149,1.0312,2.9685,0.3885,3.3519,0.9563,0.7277,0,0,0.365,0,0.7517
hsa-mir-218-2,8.1393,5.4208,7.1357,8.4177,5.4607,2.2543,4.1513,7.1708,10.5149,7.7163,2.8274,5.2431,4.4714,8.2618,9.5521,7.5841,4.954,10.69,7.7564,5.516,7.4753,3.4754,8.447,4.6574,4.6266,6.6749,5.9219,3.9315,6.1991,6.9539,7.6069,6.5246,9.2323,4.9487,7.7587,5.7939,5.7273,7.5919,8.2659,4.9562,7.055,4.5693,7.87,5.3533,6.7837,5.091,5.8656,6.8509,8.0988,7.6129,4.4429,5.5662,3.7349,9.2123,4.6579,5.0778,7.1396,7.6991,8.696,2.0937,3.9179,7.2365,5.8401,4.3218,6.2241,6.7879,2.2653,3.7811,3.9443,6.057,7.1604,4.8408,7.9958,7.3506,5.9846,4.4966,2.6991,3.2897,3.1377,9.8368
hsa-mir-219-1,1.643,1.5631,3.7773,2.9486,2.727,1.9866,2.0609,1.7647,1.775,3.1779,2.0736,2.1281,1.6025,3.7112,1.7458,1.5761,2.4312,2.2932,1.7228,1.5588,2.6929,1.3704,1.9318,1.6001,1.7766,2.6935,2.0903,1.7402,2.0834,2.0527,3.6124,2.531,1.7067,2.2594,1.5585,2.0913,2.9025,2.4973,4.4565,0.4096,2.8927,2.4833,1.9059,0.6606,4.2987,2.3605,0.9181,2.7799,2.1971,1.247,1.4165,2.3148,2.1599,2.0369,2.0172,2.1248,2.6955,2.6983,2.3332,1.2453,1.2248,2.8965,1.8715,1.519,0,2.0775,2.0611,1.976,1.3009,2.0465,1.7751,1.0576,1.4884,1.2694,1.9826,1.5882,1.9988,2.201,1.9325,2.9061
hsa-mir-219-2,0,0.1345,0.2577,1.189,0.2149,4.4423,0,0.3408,0,0.425,0,0.2758,0,0.2571,0,0.4117,0.3818,0,0.274,0.3539,0,0,0.2482,0,0.4576,0.2276,0.7239,0.2784,0.3878,0.2212,0,0,0.6815,0,0.2565,0,0.3961,0.778,0.9548,0,0,0.2853,0,0,1.6209,0,0,0,0,0,0,0,0,0.3199,0.1872,0.2751,0,0,0.1944,0,0,0.8266,0.5293,0,0,0,0.3976,0,0,0.2314,0.5265,0,0,0,0,0.2231,0,0,0.283,0.7517
hsa-mir-22,17.5928,17.1723,17.9012,18.3387,17.0626,17.2681,18.1039,16.7492,16.9085,17.4547,15.3218,16.6862,18.6549,17.076,18.2144,17.8574,17.8899,16.2928,17.4158,17.0795,16.9379,16.3907,16.9241,18.0294,17.4949,17.7928,17.0726,17.4955,18.4369,17.2529,17.0185,17.8693,16.9084,17.2536,17.8612,18.0607,16.6701,16.1946,17.445,17.9071,17.3194,17.0806,17.9139,16.9011,17.3484,16.972,14.6309,18.0355,15.6465,18.3281,17.3943,17.2827,17.4578,16.6146,16.4451,17.357,18.0889,16.3045,15.9555,16.1971,17.1484,17.6199,17.252,17.0545,18.6378,17.0987,18.1443,17.5161,17.9918,16.4878,17.9247,17.7927,17.5693,17.2199,16.4633,17.9402,16.6749,17.1382,16.6319,18.1379
hsa-mir-221,3.6841,4.2394,3.2637,6.2334,5.4016,4.8983,4.2747,8.9135,4.0369,4.1387,7.716,6.0696,5.966,4.2141,5.6106,3.4029,4.4433,4.7299,5.3147,4.2533,2.8881,6.7673,7.0092,5.3022,4.0272,4.2567,6.7488,5.9902,5.2423,4.6361,4.0059,4.1983,3.3082,4.8041,5.8039,4.4409,3.7862,5.1852,4.896,4.584,3.587,6.1668,5.0694,5.2097,4.2365,3.3594,2.647,4.3215,8.1974,3.934,4.4109,5.5762,5.1503,5.7716,6.0439,5.9476,4.4327,7.7704,3.0379,3.771,4.1409,5.1828,5.5161,5.394,4.3506,3.499,6.4454,4.2176,4.7474,5.3517,3.8292,2.844,5.0269,4.6427,10.4183,6.0198,4.1684,5.5911,5.33,4.404
hsa-mir-222,2.4391,3.5428,1.7427,5.0789,4.8551,3.266,2.4075,7.5873,2.9272,2.6576,6.4851,4.5574,4.0426,2.4562,4.2365,1.7276,3.0215,3.2498,3.8777,2.8864,1.3571,5.17,5.8779,4.0719,3.0816,2.6152,5.3372,5.1401,4.0237,3.1627,2.5,3.4004,2.5435,3.7459,4.5104,3.0513,2.5982,3.8303,3.7222,3.177,2.2241,4.8019,3.3813,3.8241,3.1518,2.5759,1.4357,2.2346,6.4085,3.0733,2.6972,3.6163,4.3645,4.4904,5.0745,4.3,3.2212,6.477,2.3332,2.2296,2.4482,3.6258,3.6465,3.7423,3.0195,2.6213,4.7894,2.9215,3.8252,4.1597,3.1935,1.2573,4.1966,2.6258,9.3009,3.7415,3.086,4.1914,3.5912,3.255
hsa-mir-223,6.3267,5.5194,5.0042,6.1218,4.0511,6.8071,7.133,9.0394,5.4502,6.2353,9.6568,6.3781,7.3784,5.2506,6.5542,4.6501,6.0442,4.7491,6.8649,6.7367,3.5768,7.613,4.3457,5.9798,5.9764,6.5489,5.5427,8.2165,6.3594,6.5285,7.1753,5.7703,4.6867,5.9401,6.0482,5.8904,5.4376,5.5246,6.7544,4.095,4.1687,5.699,7.6537,6.9466,5.5947,5.0192,4.3986,4.9948,6.1417,6.9356,6.4406,7.5225,5.0253,4.4663,6.3063,7.1558,4.3106,5.9877,3.1593,4.7056,6.3387,7.7273,6.1593,7.6583,6.4801,5.4434,7.6274,6.3149,5.7467,6.1763,7.0008,3.7061,5.4227,7.0309,13.4011,6.8251,6.2368,6.5001,6.6599,4.5585
hsa-mir-224,2.2905,3.7245,3.0072,4.7159,6.7564,4.8452,2.5814,6.5172,3.6124,2.7705,8.5065,4.3643,4.7587,2.8173,3.4854,1.99,6.4883,3.8907,4.2149,2.7736,1.741,6.5098,4.0994,4.2802,8.1051,2.8035,7.3992,2.4513,2.1349,2.3627,11.6294,7.3532,2.5804,3.8548,3.1023,2.274,4.7668,2.894,2.0453,2.5263,4.5112,4.8132,4.6405,4.1255,6.3856,2.7277,6.2456,3.0458,3.5027,2.1031,4.0236,8.0944,7.2698,4.0351,3.4743,4.6651,2.962,4.3537,2.6307,1.1796,4.4065,2.9931,3.4263,6.669,5.8585,2.2824,6.6552,3.0852,5.0319,8.0215,2.5472,6.1433,3.6914,3.6188,5.2252,2.6671,3.699,7.7958,3.7851,5.7818
hsa-mir-2276,0.4371,0,0,0.2141,0,0,0,0.3408,0,0.425,0.4016,0,0,0.2571,0,0,0,0,0,0.875,0,0.166,0.4598,0.3676,0.2469,0.5971,0.4069,0,0,0,0.3493,0.8112,0.2028,0.2755,0,0.4685,0,0,0,0,0,0,0.2585,0,0,0.5814,0.1032,0,0.5078,0,0,0.4128,0,0,0.5014,0,0,0,0,0,0,0,0,0,0,0,0.2124,0,0,1.149,0,0.2073,0,0,0,0.2231,0.5844,1.4473,0.283,0
hsa-mir-2277,1.1625,0.8335,1.1199,2.0704,1.29,0.8545,1.0929,1.0467,1.5762,2.4471,2.6171,1.3074,1.6025,1.4626,1.5663,2.4915,0.5405,1.8002,1.0327,1.4158,1.2664,0.4498,1.3228,1.4549,0.951,1.6092,2.1966,1.8293,0.945,0.8708,2.7554,1.4651,1.9515,1.4241,1.1159,1.882,2.3073,1.4787,1.5243,1.8587,1.8175,1.459,1.3617,1.4554,1.6209,0.4123,0.2897,1.0573,1.5352,0.6317,1.9493,2.2154,1.9165,0.9023,1.5556,0.7051,1.4609,0.7539,1.2884,1.9436,0.6729,1.6148,0.9156,0.8861,0,1.5521,1.1822,1.2729,1.6761,1.0312,1.215,0.6942,0.6246,0,1.5695,1.2252,2.1687,0.656,1.2018,3.6966
hsa-mir-2278,0,0,0,0,0,0,0,0,0,0,0,0,0.8597,0.2571,0,0,0,0.438,0,0,0,0,0,0,0,0,0,0,0,0,0.6303,0,0,0,0,0,0,0,0,0,0,0,0.2585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226,0,0,0,0,0,0,0.2872,0,0,0,0.7277,0,0,0,0.283,0
hsa-mir-2355,7.371,4.5354,5.1622,5.8207,4.4083,6.0485,4.918,7.833,4.7658,7.577,7.5256,4.8058,5.786,5.0528,4.9178,5.8695,6.2391,5.0095,4.7515,5.7796,5.1376,5.7366,4.5092,6.588,6.6534,4.2174,5.027,6.2176,4.8301,4.6361,6.0306,7.4077,3.9811,5.6748,5.6221,5.3676,5.9684,5.1566,5.6736,6.1944,4.6496,6.2438,6.2018,5.9582,4.949,5.0411,4.1976,6.6007,6.289,5.1654,5.6268,6.4118,5.6808,3.313,6.0408,6.1952,4.5587,5.1882,4.9876,6.4312,5.1485,5.3195,4.3261,5.9557,4.0617,4.5173,6.0998,4.3594,6.4729,6.1763,4.2356,5.7129,4.8754,5.6545,7.988,5.9745,5.5983,5.8362,6.8344,8.1344
hsa-mir-23a,10.3431,13.0303,10.2203,10.4647,11.07,10.7412,10.7046,11.8614,11.8883,11.5839,11.6982,10.2871,11.967,9.5602,12.7014,11.8369,11.4523,10.7459,11.0648,9.8286,12.542,10.5992,10.5725,11.3076,10.8081,11.3357,11.0915,11.6257,12.088,10.8106,10.5622,11.9124,9.8935,9.8438,11.4294,9.7713,10.4518,11.7094,11.9971,11.7966,11.7804,11.3879,12.1878,10.6074,11.5194,11.2636,7.7667,12.3588,9.6335,11.6588,10.8352,11.4297,10.6122,11.1835,11.4028,11.4016,9.9333,10.9438,9.0188,9.8731,10.5883,9.9114,11.8992,10.611,10.6892,8.9037,12.3264,9.7579,12.1147,10.7527,11.3367,11.3126,12.9953,11.7201,11.3299,12.213,9.2212,11.6176,12.2488,11.4492
hsa-mir-23b,8.9884,9.3711,8.423,9.0019,8.823,9.6882,9.4198,8.7712,8.1372,9.2995,11.4436,8.8682,8.6852,8.2646,8.8362,9.0392,9.4885,8.7089,8.9398,7.8787,8.9485,10.5572,8.5467,8.7539,8.5981,8.6002,8.1238,8.1778,8.6379,8.7661,8.3138,8.4529,10.0698,8.112,8.6496,7.4763,8.7314,8.8135,8.2761,8.4281,8.1404,9.1586,9.5663,7.5047,7.8281,7.477,7.7814,8.4203,8.6433,8.3571,8.435,8.5811,8.1857,8.8403,8.2518,8.6782,7.9176,7.5539,8.0708,8.8383,8.2603,8.1064,8.5321,7.8197,8.7808,6.4797,8.9634,7.5904,8.6005,9.347,7.7278,8.0668,8.8325,8.2975,7.9917,9.3485,8.0752,12.0145,9.3463,9.9135
hsa-mir-23c,0.235,0.6658,0,0.7137,0,0,0,0,0,0.425,1.5488,0.2758,0,0.4753,0.4775,0.7316,0,0.438,0.3937,0,0.3922,0.4498,0.4598,0.1955,0,0.4242,0,0.2784,0.6931,0.413,0,0,1.0402,0.2755,0.4742,0,0,0,0,0.4096,0.545,0,0,0.2553,0,0,0,0,0.5078,0.6317,0.3086,0,0.4296,0.1688,0,0,0.5243,0,0,0.1446,0.1999,0,0.9156,0,0.1993,0,0,0.139,0,0.4307,0,0.2073,0.4448,0,0.4092,0,0.5844,1.3691,0.283,0
hsa-mir-24-1,3.3997,4.0481,2.8979,4.2172,3.6325,4.4062,4.4936,3.8668,3.1583,4.3594,6.3945,3.237,4.3896,3.8927,3.6065,4.4467,3.9583,4.3073,3.2275,3.1349,3.6141,5.17,4.0182,2.9673,3.369,3.3055,2.1966,2.8423,3.3359,3.4737,3.2466,2.3291,5.889,2.1266,2.9288,2.3302,3.5143,4.238,4.8181,2.9197,3.3149,3.1843,4.4464,4.0262,2.1114,2.5353,3.5083,2.9908,3.9395,3.7694,3.4925,3.5768,2.633,3.3309,2.615,4.2845,4.0106,2.6466,3.4722,3.6059,3.5843,3.2096,4.0455,2.5235,3.2615,2.2824,3.4588,3.1688,3.0564,3.8647,2.3742,3.3819,4.2659,3.0914,3.8852,6.3624,3.1685,5.3579,4.0533,4.7721
hsa-mir-24-2,8.3275,10.1986,8.2032,9.6688,8.8768,9.2127,9.5251,9.8312,10.4654,10.1354,10.7956,8.4396,9.7875,8.509,9.9444,8.9649,9.6188,9.2668,8.688,8.2533,10.9387,9.2293,8.4747,8.9187,7.9934,9.539,8.9464,8.8036,9.0773,8.8062,9.6863,8.6401,9.237,6.9893,9.4123,7.7307,8.1211,10.6688,9.4583,8.1983,10.0893,8.9957,9.3285,9.7539,10.1156,8.7289,7.488,9.4912,9.5129,9.4497,8.5001,8.8645,8.0842,8.7316,9.2017,9.1684,7.8439,8.9118,8.3608,9.1241,8.1079,8.6637,9.601,8.4291,8.4667,6.8294,10.02,8.1522,8.8421,8.1347,9.0402,8.3822,9.6803,9.5526,10.1837,9.5107,8.0591,10.3347,10.1857,10.3554
hsa-mir-25,11.9159,11.8615,12.1608,11.4174,12.3599,11.5796,13.7473,13.273,12.6682,13.4746,14.0541,11.6097,12.6465,11.843,12.7398,13.098,11.6776,13.6173,12.1295,11.7019,12.3086,12.6642,11.9271,12.5947,12.4012,12.8443,11.8689,12.3649,12.2133,11.4691,13.9413,12.0097,12.4208,12.5529,11.933,13.4178,12.3616,11.5025,14.3166,13.2343,12.5468,12.8314,12.8278,11.9659,11.5137,12.1016,11.6915,12.6513,14.6237,11.7858,13.1489,12.1259,12.0379,11.4627,11.959,12.7026,13.143,13.7947,12.5082,12.5979,11.6612,12.932,13.2996,12.8034,11.6599,12.0586,12.6601,11.8461,12.7874,11.5583,12.8826,11.7669,12.2758,12.4909,13.6471,12.6271,13.056,11.5714,12.5622,14.2151
hsa-mir-26a-1,0.7721,1.7424,1.2442,0.4005,0.8504,1.3875,0.7483,2.4672,0.5265,0.5982,1.3811,0.5073,0,0.2571,1.5663,0.9933,0.5405,0.7735,0.8771,1.0786,0.9539,0.9823,0.6444,0.7871,0.6415,0.891,0.9837,0.7123,0.6931,0.7337,0.8653,0.8112,1.1424,0.706,0.6633,1.105,1.0744,0,0,1.21,0.545,0.5234,1.5668,0.9767,0.5009,0.2208,0.3747,0.946,1.8201,0.8672,0.9664,0.9955,1.1467,1.0822,0.8728,0.7051,1.9442,1.1002,0.3657,0.6108,0.8015,0.6,1.4714,1.0128,1.0263,0,1.1822,0.3824,1.3009,0.762,0.5265,0.9464,1.059,0.9563,1.8576,1.5057,0.5844,1.5921,0.283,1.0184
hsa-mir-26a-2,10.4637,11.1437,10.3459,11.1384,10.7236,11.8265,11.189,11.4698,11.2762,11.3309,9.9715,11.597,11.1043,11.0279,10.8846,10.5813,11.1088,11.0543,11.2462,10.8125,11.749,11.498,10.2317,10.8169,11.1849,10.6713,10.6044,10.832,11.5538,11.2255,12.41,11.4857,11.6524,11.323,11.1384,11.5151,11.6468,11.061,10.9845,11.0123,12.6758,10.3468,11.938,11.268,9.5474,10.3035,10.7298,10.2825,10.6827,10.6919,11.6529,11.0448,10.9,11.1544,11.5357,11.3813,11.6464,11.087,10.6219,11.0258,10.7298,11.9952,11.1424,11.4433,10.5523,10.9,11.2202,12.0423,10.6265,11.114,11.3611,10.3976,10.9508,10.617,10.6197,11.5433,12.3489,11.5297,12.0953,10.3005
hsa-mir-26b,9.6717,8.7749,8.0424,8.5905,8.476,9.9913,9.4663,9.7194,8.0714,9.6922,10.4545,8.8219,8.6519,9.9168,8.1961,8.6305,8.6668,8.4082,8.1957,8.7151,8.3327,9.2266,8.0886,8.6462,8.646,8.7697,7.635,8.6316,7.9694,8.3266,9.8094,8.4415,9.1048,7.9884,8.9837,8.0601,8.2725,9.5496,10.0136,7.8892,9.1635,8.3941,9.1235,9.3768,8.2363,7.8305,9.0086,8.3081,8.9481,9.1115,8.5441,8.512,8.7664,7.9873,8.9413,9.1836,8.4531,9.6245,9.8218,9.2739,9.4148,8.7397,8.5373,8.8332,8.0143,7.6348,8.5909,8.394,8.3013,8.7054,8.2046,7.9255,8.3829,8.1284,10.3383,9.0986,9.8826,8.6937,9.5177,9.7501
hsa-mir-27a,7.8284,10.55,8.6674,9.2747,9.0291,8.9244,8.9827,9.896,10.0275,10.4945,10.1718,8.4466,9.6131,7.9486,10.6987,9.9777,9.0704,9.2204,8.7509,8.2703,10.3871,8.9372,8.5817,9.1904,8.5189,9.6875,8.5421,8.8818,9.675,8.8131,8.9652,9.2111,8.7687,7.3113,9.3726,7.6503,7.9766,10.4687,10.3754,9.0213,10.482,9.2479,9.6714,9.9524,9.0267,9.2442,6.6929,10.0294,8.6712,9.8881,9.0485,9.0838,8.345,9.002,9.3249,9.5984,8.0806,9.5362,7.5892,8.6391,8.5224,8.2744,9.8085,8.7373,8.3167,6.7539,9.8602,8.3224,9.573,8.2155,9.6757,8.9284,10.9998,9.7188,10.4891,10.1705,7.7297,9.1945,10.1717,9.3852
hsa-mir-27b,8.4346,8.9258,8.5787,9.2235,9.0996,9.5353,9.8815,8.8566,8.1552,10.0212,11.7906,8.5725,8.737,8.4189,8.6529,9.2995,9.1953,9.1182,8.3759,7.7653,8.9134,10.6331,8.2863,8.7413,8.5011,8.7463,7.6538,7.8679,8.3812,8.4997,8.5796,8.0506,10.9089,7.664,8.3782,7.4902,8.4195,9.1484,9.129,8.1942,8.4402,8.7852,9.4464,8.5552,7.7907,7.4197,7.9247,8.4223,9.1635,8.7271,8.262,8.3085,7.98,8.7112,8.2031,8.7678,8.4055,8.2167,8.2646,9.3532,8.2228,8.3447,8.9362,7.6643,8.1009,6.8047,8.5153,7.9261,8.1596,8.7545,8.2228,8.3166,8.7772,8.2268,8.9664,9.7651,8.5395,11.1931,9.5181,10.018
hsa-mir-28,11.6788,11.0115,10.8112,11.0584,10.6501,11.2353,11.3923,11.469,10.3957,12.5922,12.8606,10.7727,11.1136,11.0501,11.6005,11.2787,10.6698,10.8613,10.8296,11.1914,11.283,11.759,10.6375,11.6876,11.9003,11.1458,11.1936,11.1763,11.5739,11.0728,11.6002,12.8338,10.2813,11.7998,10.7745,11.6665,12.2607,11.0305,11.831,11.8703,10.4667,12.3659,13.2219,10.7579,10.4996,10.739,10.6212,10.8206,11.2297,11.4211,12.1259,11.9124,11.1605,10.7451,11.8058,11.9266,11.345,11.6627,11.2387,10.5274,11.0205,11.1145,11.9343,11.6664,10.8928,10.1324,11.4153,10.867,11.561,12.3912,10.6489,10.2734,11.572,11.3846,12.8364,12.1401,11.9479,11.6374,11.7202,12.6554
hsa-mir-296,0.235,0.6658,0.4762,1.189,1.5495,5.324,1.2386,0,0,0.7528,1.3811,0.7067,0.8597,0.2571,0.4775,0.4117,1.2409,0.7735,0.6068,0.6379,0.3922,0.166,0.4598,0.5214,0.4576,0.891,0.7239,0.5116,0.3878,2.4958,0,1.0045,3.0697,0,0.8304,0,1.8187,0,1.5243,0.9891,0.2981,0,2.5135,1.2358,1.6209,0,0,0.3883,4.072,0.3502,0.7786,1.2173,3.6175,0.1688,2.2866,1.3049,0,0.9374,0.8996,1.2453,0.5318,1.0224,1.8715,0.226,1.0263,0,1.538,0.5906,0,1.4539,0.7318,0.5494,1.059,1.2694,1.9826,1.0025,1.5839,2.7868,1.5609,3.7342
hsa-mir-299,5.2471,1.1832,7.1437,6.3052,6.7798,7.5848,6.8818,6.1887,0.2871,7.3122,1.3811,4.0524,3.4298,6.6762,1.7458,8.5754,4.8965,7.6816,6.6564,7.5208,1.1695,5.6931,6.927,0.3676,0.6415,6.7501,0.7239,1.4343,0.5485,4.7292,1.0674,0.8112,0.3806,1.178,5.7158,5.8236,7.3397,5.9062,7.2603,0.9891,6.4964,7.255,7.3321,1.2358,6.816,7.0643,3.1227,0.946,7.3836,5.8199,8.3007,5.4938,0.4296,6.8865,0.7593,6.5231,5.8626,6.5875,6.6904,7.9076,5.4129,0.8266,7.7216,1.6804,2.8521,7.6395,5.1273,6.5037,1.1504,0.9028,7.5493,3.654,5.6983,6.9673,3.523,0.4163,7.6423,5.7539,1.7586,6.9511
hsa-mir-29a,11.4797,11.8101,12.094,10.4108,11.7573,13.0862,11.776,12.5377,12.2332,13.0013,13.4103,11.6617,13.0702,10.4374,12.9484,12.0852,12.2219,12.8614,12.7176,12.5848,10.336,12.4438,10.3936,12.3184,13.0525,12.111,12.2066,13.5942,13.3878,12.8549,12.1722,12.0036,11.6608,12.3434,11.4666,12.7569,11.473,10.6945,10.7547,12.9066,11.8336,12.0549,12.6465,13.4653,11.7907,12.0332,10.5431,11.1832,10.8268,11.7958,12.9785,12.4531,11.6425,12.1543,12.5974,13.366,13.4874,12.4451,8.2551,10.8858,12.0115,13.6515,12.9165,13.2094,12.3353,12.944,12.5551,13.532,12.597,11.8655,13.3756,10.9611,13.0826,12.5199,13.7014,12.9526,14.2693,12.6338,13.7053,11.6608
hsa-mir-29b-1,8.858,8.7141,9.5664,7.0396,9.3146,9.9253,8.0646,9.7819,8.2364,9.5181,11.5385,9.3993,8.9587,7.2919,9.4421,9.4178,8.4351,9.2643,9.6741,10.2981,7.0102,8.5444,7.1455,8.4966,9.921,10.0298,9.2199,11.2028,9.3616,10.3166,9.7669,10.0578,7.9477,9.2915,8.1382,8.8895,9.4474,7.5151,9.6502,9.0728,7.6701,8.7327,10.0625,10.1337,9.5915,9.0317,7.8083,8.3476,6.7847,9.3286,9.1675,9.8563,8.7461,9.1594,9.2058,10.0152,10.2455,8.5035,4.7453,6.9186,9.1696,9.8081,9.3799,9.6535,9.4455,10.2584,9.2483,10.8167,9.4621,9.9032,10.3911,8.0768,10.5844,9.1606,10.2047,10.1124,10.9881,9.2312,10.7948,9.5403
hsa-mir-29b-2,9.0827,8.8897,9.6756,7.1719,9.3682,10.1198,8.2413,9.7836,8.3911,9.6507,11.549,9.6884,9.0414,7.4354,9.5274,9.6117,8.5979,9.3021,9.7545,10.4001,7.2452,8.6942,7.2682,8.5723,9.9564,10.1867,9.3759,11.3069,9.4881,10.3799,9.892,10.1745,8.0855,9.4229,8.3371,9.0595,9.5637,7.7702,10.0193,9.1301,7.8912,8.7577,10.1986,10.2273,9.8107,9.2043,8.1702,8.4777,6.8228,9.4263,9.2552,9.9612,8.9215,9.4562,9.4721,10.0574,10.2497,8.5684,5.2831,7.3603,9.2823,9.9686,9.471,9.7697,9.5487,10.3091,9.3342,10.9001,9.4736,10.1117,10.5295,8.3089,10.6336,9.3272,10.1886,10.1432,11.0301,9.3164,10.8206,9.8593
hsa-mir-29c,9.6155,9.7461,11.1065,8.7356,8.4149,11.4202,9.3352,7.771,9.7375,10.1853,9.8347,11.2521,10.8302,8.5152,11.8428,10.7808,10.3446,9.9908,11.5374,10.828,8.1513,10.3443,7.0628,10.4985,9.939,12.402,10.0537,11.7612,11.4947,10.5875,9.9159,10.2708,10.0969,9.3136,8.8851,10.7288,10.1549,8.5139,12.3124,10.7791,9.4382,9.3807,11.7856,11.9659,10.9503,10.9444,9.9248,8.5431,7.3165,11.6465,10.7765,10.9824,10.2485,11.9937,11.3834,11.1383,11.1875,10.0607,5.7142,9.8216,10.3507,11.638,10.9847,11.1336,10.9387,10.5605,11.2393,13.2469,10.2906,10.0925,13.2669,10.1865,10.7826,10.4898,9.4878,11.0635,10.6993,9.9853,12.0744,11.2478
